...1,ns,title,pageid,size,wordcount,snippet,timestamp,query_string,category,jac,lev
4,14,Category:Southern Ming,55023005,633,23,"Compilations and Documents History <span class=""searchmatch"">of</span> Yuan The Hundred-<span class=""searchmatch"">word</span> Eulogy Huang-Ming Zuxun Yongle Encyclopedia Collected Statutes <span class=""searchmatch"">of</span> the Ming Dynasty Ming Shilu Palaces",2021-08-04T15:11:47Z,theory of word,Southern Ming,0.9545454545454546,12
0,14,Category:Solar System dynamic theories,10772136,425,44,"<span class=""searchmatch"">theories</span> about Solar System bodies, their formation, and other important, mostly cataclysmic, events that deeply affected the orbits and surfaces <span class=""searchmatch"">of</span> the",2020-12-24T01:04:44Z,theories of human,Solar System dynamic theories,0.8333333333333334,24
4,14,Category:Social learning theory,16162632,483,50,"observing and consequently copy others' actions, goals or produced results. If <span class=""searchmatch"">humans</span> observe positive, desired outcomes in the observed behavior, they are more",2018-12-31T21:29:54Z,theories of human,Social learning theory,0.90625,19
0,14,Category:Theories of language,22337303,120,0,"Paul Watzlawick Richard Montague Barbara Partee <span class=""searchmatch"">Theories</span> Causal <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> reference Contrast <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> meaning Contrastivism Conventionalism Cratylism",2017-11-16T16:13:15Z,theories of language,Theories of language,0.10526315789473684,1
1,14,Category:Programming language researchers,13947677,405,21,"research in the fields <span class=""searchmatch"">of</span> programming <span class=""searchmatch"">language</span> <span class=""searchmatch"">theory</span>, compiler construction and program analysis. See also, Category:Programming <span class=""searchmatch"">language</span> designers",2021-06-18T00:18:21Z,theories of language,Programming language researchers,0.8292682926829268,22
2,14,Category:Philosophy of language,744038,730,73,"Philosophy <span class=""searchmatch"">of</span> <span class=""searchmatch"">language</span> is the branch <span class=""searchmatch"">of</span> philosophy that studies <span class=""searchmatch"">language</span>. Its primary concerns include the nature <span class=""searchmatch"">of</span> linguistic meaning, reference, <span class=""searchmatch"">language</span> use",2020-04-25T17:59:38Z,theories of language,Philosophy of language,0.6428571428571428,8
3,14,Category:Axioms of set theory,3439807,371,50,"This category is for axioms in the <span class=""searchmatch"">language</span> <span class=""searchmatch"">of</span> set <span class=""searchmatch"">theory</span>; roughly speaking, ones that &quot;talk about sets&quot;. Inclusion in this category does not necessarily",2013-03-28T06:50:55Z,theories of language,Axioms of set theory,0.8,16
4,14,Category:Academic programming languages,31005405,437,41,"Programming <span class=""searchmatch"">languages</span> influential in computer science and programming <span class=""searchmatch"">language</span> <span class=""searchmatch"">theory</span>. Some are only widely used by computer scientists and may even lack",2018-04-20T17:25:14Z,theories of language,Academic programming languages,0.8205128205128205,18
5,14,Category:Programming languages,690571,454,48,"individual programming <span class=""searchmatch"">languages</span>. Articles about general programming <span class=""searchmatch"">language</span> topics should be moved to Category:Programming <span class=""searchmatch"">language</span> topics. Top 0–9 A B",2021-10-10T00:05:17Z,theories of language,Programming languages,0.7666666666666666,11
6,14,Category:Programming languages conferences,27677783,216,14,"Academic conferences in the fields <span class=""searchmatch"">of</span> programming <span class=""searchmatch"">languages</span>, programming <span class=""searchmatch"">language</span> <span class=""searchmatch"">theory</span>, and compiler design.",2015-03-31T16:15:43Z,theories of language,Programming languages conferences,0.8048780487804879,23
0,14,Category:Meaning–text theory,34757602,189,24,"<span class=""searchmatch"">Meaning</span>–text <span class=""searchmatch"">theory</span> is a linguistic <span class=""searchmatch"">theory</span> originating in the 1960s in Russia. It has mainly been promoted in the West by Igor Mel’čuk.",2014-08-27T10:46:57Z,theories of meaning,Meaning–text theory,0.7407407407407407,18
1,14,Category:Functionalism (social theory),36599442,228,21,"This category is for all social <span class=""searchmatch"">theories</span> and theorists related to functionalism. For other <span class=""searchmatch"">meanings</span> <span class=""searchmatch"">of</span> the word, see Functionalism (disambiguation).",2019-10-24T21:17:28Z,theories of meaning,Functionalism (social theory),0.926829268292683,24
2,14,Category:Theories of language,22337303,120,0,"Watzlawick Richard Montague Barbara Partee <span class=""searchmatch"">Theories</span> Causal <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> reference Contrast <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> <span class=""searchmatch"">meaning</span> Contrastivism Conventionalism Cratylism Deconstruction",2017-11-16T16:13:15Z,theories of meaning,Theories of language,0.6538461538461539,7
4,14,Category:Philosophy of language,744038,730,73,"Philosophy <span class=""searchmatch"">of</span> language is the branch <span class=""searchmatch"">of</span> philosophy that studies language. Its primary concerns include the nature <span class=""searchmatch"">of</span> linguistic <span class=""searchmatch"">meaning</span>, reference, language",2020-04-25T17:59:38Z,theories of meaning,Philosophy of language,0.9428571428571428,14
5,14,Category:Mathematical logic,693685,993,143,"has several <span class=""searchmatch"">meanings</span> in common usage. It originally referred to symbolic or formal logic, and then came to be associated with the study <span class=""searchmatch"">of</span> the logical",2020-04-22T19:22:12Z,theories of meaning,Mathematical logic,0.96875,16
0,14,Category:Social philosophy,771308,749,100,"questions, and to the development <span class=""searchmatch"">of</span> novel theoretical frameworks, from <span class=""searchmatch"">social</span> ontology to care ethics to cosmopolitan <span class=""searchmatch"">theories</span> <span class=""searchmatch"">of</span> democracy, human rights, gender",2021-09-11T21:52:22Z,theories of social,Social philosophy,0.8928571428571429,15
1,14,Category:Sociological theories,6220146,524,62,"interdisciplinary <span class=""searchmatch"">theories</span> and paradigms. For the different variants <span class=""searchmatch"">of</span> <span class=""searchmatch"">theories</span> or paradigms, please see its individual sub-category. For philosophical <span class=""searchmatch"">theories</span> about",2021-10-01T00:23:28Z,theories of social,Sociological theories,0.75,17
2,14,Category:Functionalism (social theory),36599442,228,21,"This category is for all <span class=""searchmatch"">social</span> <span class=""searchmatch"">theories</span> and theorists related to functionalism. For other meanings <span class=""searchmatch"">of</span> the word, see Functionalism (disambiguation).",2019-10-24T21:17:28Z,theories of social,Functionalism (social theory),0.8055555555555556,21
3,14,Category:Social learning theory,16162632,483,50,"<span class=""searchmatch"">Social</span> learning <span class=""searchmatch"">theory</span> is a <span class=""searchmatch"">theory</span> to explain how people (or animals) learn behavior. People may learn through observing and consequently copy others'",2018-12-31T21:29:54Z,theories of social,Social learning theory,0.8,20
4,14,Category:Social constructionism,4228486,836,54,"Articles relating to <span class=""searchmatch"">social</span> constructionism, a <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> knowledge in sociology and communication <span class=""searchmatch"">theory</span> that examines the development <span class=""searchmatch"">of</span> jointly-constructed",2021-09-27T08:07:59Z,theories of social,Social constructionism,0.9090909090909091,18
5,14,Category:Conflict theory,58293505,889,86,"conflict <span class=""searchmatch"">theories</span>, perspectives in sociology and <span class=""searchmatch"">social</span> psychology that emphasize a materialist interpretation <span class=""searchmatch"">of</span> history, dialectical method <span class=""searchmatch"">of</span> analysis",2021-05-01T23:36:09Z,theories of social,Conflict theory,0.8846153846153846,15
6,14,Category:Organizational theory,1030978,553,50,"pursue collective goals. <span class=""searchmatch"">Theories</span> <span class=""searchmatch"">of</span> organizations include rational system perspective, division <span class=""searchmatch"">of</span> labor, bureaucratic <span class=""searchmatch"">theory</span>, and contingency <span class=""searchmatch"">theory</span>.",2020-12-31T18:12:12Z,theories of social,Organizational theory,0.90625,18
7,14,Category:Gender theories,63068457,115,4,"<span class=""searchmatch"">Social</span> <span class=""searchmatch"">theories</span> on gender.",2020-02-14T18:27:16Z,theories of social,Gender theories,0.7391304347826086,13
8,14,Category:Social theories,23079219,211,29,"<span class=""searchmatch"">Theories</span> <span class=""searchmatch"">of</span> aesthetics Epistemological <span class=""searchmatch"">theories</span> Ethical <span class=""searchmatch"">theories</span> <span class=""searchmatch"">Theories</span> <span class=""searchmatch"">of</span> deduction Metaphysical <span class=""searchmatch"">theories</span> <span class=""searchmatch"">Social</span> <span class=""searchmatch"">theories</span> Philosophers Concepts Literature",2020-08-07T19:14:31Z,theories of social,Social theories,0.55,13
0,14,Category:Shakespeare authorship question,31868239,956,76,"for adherents <span class=""searchmatch"">of</span> the various alternative-<span class=""searchmatch"">authorship</span> <span class=""searchmatch"">theories</span>—believe that Shakespeare <span class=""searchmatch"">of</span> Stratford was a front to shield the identity <span class=""searchmatch"">of</span> the real author",2021-01-05T12:23:39Z,theory of authorship,Shakespeare authorship question,0.7631578947368421,18
1,14,Category:Baconian theory of Shakespeare authorship,38942921,171,0,"Wikimedia Commons has media related to Baconian <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> Shakespeare <span class=""searchmatch"">authorship</span>.",2018-04-01T17:07:26Z,theory of authorship,Baconian theory of Shakespeare authorship,0.575,21
2,14,Category:Derbyite theory of Shakespeare authorship,38942920,58,0,NA,2013-03-28T04:08:40Z,theory of authorship,Derbyite theory of Shakespeare authorship,0.575,21
